ii;nchanges;sparsity;L1;L2;proba;valid;nuns_valid;AE_OS;IF_OS;LOF_OS;AE_IOS;IF_IOS;LOF_IOS;subsequences;subsequences %;times;method;best cf index;order;dataset
26;153.0;0.125;27.939941;2.746033803470926;0.9874261617660522;True;;0.34543750150090924;0.026726462018570207;0.013953688574970324;0.03575849130755532;0.0;0.006665508086539027;3.0;0.004901960784313725;1659.15065574646;COMTE;0;3;NATOPS
29;;;;;;False;;;;;;;;;;2119.248279571533;COMTE;0;3;NATOPS
30;153.0;0.125;36.757441;3.3757761608218337;0.9926714897155762;True;;0.4390060031448135;0.13957308657398668;0.028900754255769677;0.09912078422815312;0.0;0.0;3.0;0.004901960784313725;1638.353985786438;COMTE;0;3;NATOPS
31;;;;;;False;;;;;;;;;;2105.2977318763733;COMTE;0;3;NATOPS
35;153.0;0.125;115.36253099999999;11.531965513125808;0.38611462712287903;True;;1.1002832567824372;0.35847844002207774;0.2873173074816909;0.5347460356071841;0.008378907981960448;0.0;3.0;0.004901960784313725;1899.7668125629425;COMTE;0;3;NATOPS
36;153.0;0.125;92.334702;11.612939655819364;0.9367972612380981;True;;1.212707497449994;0.5284595397337554;0.5938449501163537;0.3107357226199863;0.0;0.0269597490244452;3.0;0.004901960784313725;1797.7872734069824;COMTE;0;3;NATOPS
37;153.0;0.125;141.08567799999997;14.811476513768977;0.38151606917381287;True;;1.03152287742237;0.3801641697317124;0.3408396984253901;0.6201317382533165;0.1352921532651891;0.24971548281696862;3.0;0.004901960784313725;1732.8271625041962;COMTE;0;3;NATOPS
38;255.0;0.20833333333333334;182.332288;15.038500470350824;0.37797364592552185;True;;1.5914386306392883;0.456958354340763;0.61315095472786;0.8863284679860879;0.013629352311819998;0.08335312411874385;5.0;0.008169934640522876;1765.3174414634705;COMTE;0;3;NATOPS
40;204.0;0.16666666666666666;194.33919400000002;17.33999520551185;0.4421672523021698;True;;1.2139698480762011;0.5757977425124647;0.5939461442810238;0.42534839490656007;0.0;0.0;4.0;0.006535947712418301;1789.5379457473755;COMTE;0;3;NATOPS
43;153.0;0.125;58.285161;7.017027875656117;0.9605005979537964;True;;0.9454203325772929;0.3703546830123407;0.47512993722322877;0.2157796183957701;0.014060058339401382;0.045282629045842016;3.0;0.004901960784313725;1765.9347746372223;COMTE;0;3;NATOPS
44;204.0;0.16666666666666666;231.216608;21.36737918424438;0.5810338854789734;True;;1.2079415603865675;0.41779344308309135;0.5724103901168136;0.5920840202450344;0.17541186381350143;0.4096935989736604;4.0;0.006535947712418301;1819.3749437332153;COMTE;0;3;NATOPS
47;153.0;0.125;129.66989;13.302707295206416;0.5765354037284851;True;;1.3918687067099378;0.681370744804997;0.7700918223734587;0.5751572488082763;0.0;0.20459936260539868;3.0;0.004901960784313725;1731.6278204917908;COMTE;0;3;NATOPS
48;102.0;0.08333333333333333;18.341079999999998;2.4515614099279666;0.9965407252311707;True;;0.38044821682614344;0.15091812626378334;0.0260024119020425;0.036420304545509485;0.0021991476401865273;0.0;2.0;0.0032679738562091504;1751.0318565368652;COMTE;0;3;NATOPS
49;153.0;0.125;32.887553;3.0294642433847936;0.9872984290122986;True;;0.4604681960246678;0.1379220631583532;0.014419899892452407;0.04150106721161145;0.0;0.0;3.0;0.004901960784313725;2248.6468172073364;COMTE;0;3;NATOPS
50;102.0;0.08333333333333333;16.601925;2.2686854641357845;0.9980133771896362;True;;0.4284749649355714;0.0881270620561906;0.05230676796417159;0.09471469599413757;0.012746929622876005;0.008311760341582777;2.0;0.0032679738562091504;1797.65545296669;COMTE;0;3;NATOPS
51;153.0;0.125;34.90811;3.498332962406809;0.9654074907302856;True;;0.43608289476169493;0.12017380196436615;0.021688180552297136;0.1013286855615293;0.0;0.0;3.0;0.004901960784313725;1791.5723090171814;COMTE;0;3;NATOPS
52;102.0;0.08333333333333333;37.411932;5.529132508369826;0.9985740184783936;True;;0.6700752274205675;0.18872133037882552;0.06593525948240254;0.15647053515973652;0.0;0.0;2.0;0.0032679738562091504;1825.9437818527222;COMTE;0;3;NATOPS
53;102.0;0.08333333333333333;22.568387;3.4302892214795824;0.9968501925468445;True;;0.5256593414962274;0.18141306659918838;0.0398393843970839;0.1677123000928853;0.025128872553764697;0.005134147076138629;2.0;0.0032679738562091504;1861.4109456539154;COMTE;0;3;NATOPS
54;153.0;0.125;45.85086;5.400573769696883;0.8608885407447815;True;;0.48139521449139977;0.10906425952283012;0.007588130812484681;0.13452037498188923;0.0;0.0;3.0;0.004901960784313725;1857.1147854328156;COMTE;0;3;NATOPS
57;;;;;;False;;;;;;;;;;1866.4653322696686;COMTE;0;3;NATOPS
58;306.0;0.25;233.808965;17.437339714124544;0.5982087254524231;True;;1.3148529127486237;0.6070003885766161;0.5864530320788762;0.5661359581120854;0.05609031555000188;0.07156304624771237;6.0;0.00980392156862745;1823.927270412445;COMTE;0;3;NATOPS
59;102.0;0.08333333333333333;40.869582;5.511937957626156;0.9971362352371216;True;;0.5772393356326274;0.12927166548244273;0.04340837837801912;0.2026857807840695;0.008136724928431316;0.014563687593629675;2.0;0.0032679738562091504;1943.2116649150848;COMTE;0;3;NATOPS
61;153.0;0.125;107.67278400000001;10.713772097116589;0.6052790880203247;True;;1.0090925277616105;0.3723611031162233;0.25424888950124425;0.24117651900044335;0.0;0.0;3.0;0.004901960784313725;2030.9365799427032;COMTE;0;3;NATOPS
62;153.0;0.125;52.244737;6.714447636766632;0.9058091640472412;True;;0.49000293597717;0.057356319431206275;0.0025852705937993996;0.08335049628967406;0.0;0.0;3.0;0.004901960784313725;2126.5299797058105;COMTE;0;3;NATOPS
64;153.0;0.125;23.8293;2.525547224846528;0.9983147382736206;True;;0.40891579802353134;0.13002234744801053;0.008244204679846162;0.06745681469092502;0.0;0.0022311163765050884;3.0;0.004901960784313725;1764.678228855133;COMTE;0;3;NATOPS
66;102.0;0.08333333333333333;83.066343;10.196270350438684;0.9813013076782227;True;;0.9614772088817584;0.28129565369247606;0.06323234093235461;0.28980186907704997;0.0;0.0;2.0;0.0032679738562091504;1779.6836478710175;COMTE;0;3;NATOPS
69;153.0;0.125;18.783645;1.8041803197383015;0.9931974411010742;True;;0.5659456501650963;0.275293839458256;0.02845369190382675;0.0;0.0;0.0;3.0;0.004901960784313725;1788.1707248687744;COMTE;0;3;NATOPS
72;153.0;0.125;48.523601;5.248309992668974;0.5355232954025269;True;;0.5651514436222725;0.13444125708008628;0.022502725127722504;0.17213743048087876;0.0;0.0;3.0;0.004901960784313725;1815.6415343284607;COMTE;0;3;NATOPS
76;153.0;0.125;38.469108999999996;4.911516928737088;0.9938210844993591;True;;0.5550201226169648;0.25538521889485966;0.17020652697007227;0.12377095307218405;0.0;0.0;3.0;0.004901960784313725;1799.2980251312256;COMTE;0;3;NATOPS
77;306.0;0.25;166.72966099999996;12.719134932913441;0.5409650206565857;True;;1.2883885507982715;0.42953912419542173;0.40046905191638393;0.4774264035887955;0.0;0.0;6.0;0.00980392156862745;1858.3482027053833;COMTE;0;3;NATOPS
78;;;;;;False;;;;;;;;;;1868.125536441803;COMTE;0;3;NATOPS
79;153.0;0.125;22.599853000000003;2.5385333597317565;0.9784716963768005;True;;0.3117887076895491;0.06678949938050631;0.0217094515725611;0.003062630749125328;0.0;0.005013179913015631;3.0;0.004901960784313725;1920.058604478836;COMTE;0;3;NATOPS
81;153.0;0.125;86.541933;8.983798357650787;0.9290537238121033;True;;1.0826314883036754;0.6500372736695439;0.44695502010040494;0.3186918127741659;0.013407988742210497;0.0;3.0;0.004901960784313725;2018.475355386734;COMTE;0;3;NATOPS
83;204.0;0.16666666666666666;110.68353900000001;12.197843080420611;0.6941814422607422;True;;1.183141445460932;0.3879222484148946;0.29149953457960587;0.4473276955748855;0.03826250347439186;0.011680486749866714;4.0;0.006535947712418301;1927.9066362380981;COMTE;0;3;NATOPS
84;153.0;0.125;37.033505000000005;3.9898831790365743;0.997848391532898;True;;0.5802985003337968;0.30929594938158605;0.15718563855632006;0.0624384682508079;0.0;0.0;3.0;0.004901960784313725;1760.8465809822083;COMTE;0;3;NATOPS
88;204.0;0.16666666666666666;161.542463;15.941470689321767;0.5656745433807373;True;;0.9953342421676298;0.2694789119135593;0.32988582025718655;0.4361638243059276;0.05916361055452943;0.07381684898695612;4.0;0.006535947712418301;1793.7723739147186;COMTE;0;3;NATOPS
89;;;;;;False;;;;;;;;;;1824.8574447631836;COMTE;0;3;NATOPS
91;153.0;0.125;21.554193999999995;2.533920004488303;0.9255935549736023;True;;0.3927143565417115;0.07516423528289996;0.027675926074970072;0.06338983496380685;0.002188397133299602;0.0;3.0;0.004901960784313725;1817.2873167991638;COMTE;0;3;NATOPS
92;153.0;0.125;79.314322;9.266038290183028;0.8279677033424377;True;;0.8859721459256373;0.40961002157603194;0.2805041592161793;0.3499649461205342;0.0;0.0010732543492504298;3.0;0.004901960784313725;1752.2618227005005;COMTE;0;3;NATOPS
93;204.0;0.16666666666666666;126.283983;12.450066172887555;0.7345795631408691;True;;1.0628302632337738;0.5010621929067011;0.3514987448782654;0.20469182176180012;0.0;0.0;4.0;0.006535947712418301;1867.800327539444;COMTE;0;3;NATOPS
95;51.0;0.041666666666666664;15.049509999999998;2.401270493797398;0.9994600415229797;True;;0.3702910538728202;0.10323155975141199;0.019675595487067772;0.0365141937199992;0.004733657261167645;0.0;1.0;0.0016339869281045752;1811.7741050720215;COMTE;0;3;NATOPS
99;204.0;0.16666666666666666;164.63773700000002;15.715171508719752;0.5369721055030823;True;;1.2479046053414882;0.5797541339720024;0.4417458748708753;0.30868482261261154;0.0;0.008361023154640657;4.0;0.006535947712418301;2017.8095352649689;COMTE;0;3;NATOPS
101;153.0;0.125;83.561959;9.834779279417255;0.9728978276252747;True;;0.8619406950011337;0.28238009440724965;0.22082138413299712;0.3107339446020756;0.0006621188309383075;0.0;3.0;0.004901960784313725;1986.9711117744446;COMTE;0;3;NATOPS
102;153.0;0.125;133.606773;15.557352428462723;0.5882853865623474;True;;1.2783593148599408;0.5489563729973136;0.41292696615975033;0.5644127562740304;0.0;0.0;3.0;0.004901960784313725;1915.5584733486176;COMTE;0;3;NATOPS
103;153.0;0.125;93.474556;11.290117309543245;0.7207776308059692;True;;1.0761937187966804;0.38469862378146574;0.35350327376854745;0.43708456993425315;0.049520863945546945;0.0569214002584309;3.0;0.004901960784313725;1838.0596578121185;COMTE;0;3;NATOPS
104;153.0;0.125;33.953165;3.4628011884393533;0.9748750925064087;True;;0.5016749453001162;0.10900834292646366;0.0158177879837026;0.08577541549660106;0.0;0.0;3.0;0.004901960784313725;1856.2607898712158;COMTE;0;3;NATOPS
108;153.0;0.125;30.869746000000003;3.9080389413105907;0.982041597366333;True;;0.42850311813748;0.14282528805462383;0.02017894950455989;0.06319698537482271;0.017731623845507444;0.00155099452277134;3.0;0.004901960784313725;1859.9539818763733;COMTE;0;3;NATOPS
109;153.0;0.125;84.23322300000001;11.073159995885412;0.5646952390670776;True;;0.9912268835201854;0.34722745698512236;0.31721706700076463;0.3853900878771812;0.0;0.015705503663591247;3.0;0.004901960784313725;1836.671112537384;COMTE;0;3;NATOPS
111;102.0;0.08333333333333333;13.217658;1.8861796882974857;0.9956483244895935;True;;0.3676455385899298;0.08227036035199178;0.020728085111862457;0.03624312630567028;0.000943100123270757;0.0009321953196837832;2.0;0.0032679738562091504;1835.9775490760803;COMTE;0;3;NATOPS
112;102.0;0.08333333333333333;43.56392000000001;6.399426193472038;0.9660340547561646;True;;0.5823222996257954;0.10038197171087185;0.008665966424593366;0.2325349709710144;0.011905460816246702;0.0;2.0;0.0032679738562091504;1920.0419504642487;COMTE;0;3;NATOPS
113;255.0;0.20833333333333334;195.781933;17.354995545616454;0.7186845541000366;True;;1.2950607203075628;0.5489199869343916;0.3329489761177332;0.28042229675762176;0.0;0.0;5.0;0.008169934640522876;2009.8374927043915;COMTE;0;3;NATOPS
114;153.0;0.125;45.22689199999999;4.906466004385438;0.8549290299415588;True;;0.4963124846348549;0.21047778559149866;0.12259220250288279;0.13497872022240803;0.0;0.0;3.0;0.004901960784313725;2008.0671355724335;COMTE;0;3;NATOPS
116;153.0;0.125;60.181497;7.116509489270354;0.7298738360404968;True;;0.6365976148583613;0.3739201120296196;0.22283839002686953;0.21728677546553204;0.0;0.0;3.0;0.004901960784313725;1867.437597990036;COMTE;0;3;NATOPS
117;153.0;0.125;27.487752;2.8907116732669826;0.9993634819984436;True;;0.35928505599232496;0.0438149581168812;0.014428294293689518;0.019944472733053276;0.000523500191675394;0.0;3.0;0.004901960784313725;1823.635825395584;COMTE;0;3;NATOPS
122;;;;;;False;;;;;;;;;;1903.1221268177032;COMTE;0;3;NATOPS
124;153.0;0.125;31.254116;3.9742334444277425;0.9997335076332092;True;;0.5178388082042161;0.24041577306617332;0.06529471745289957;0.09093486091413044;0.0029692657641628983;0.006403069319994646;3.0;0.004901960784313725;1814.1291773319244;COMTE;0;3;NATOPS
125;153.0;0.125;15.547855000000002;1.739794642738332;0.9989539384841919;True;;0.37410837466870545;0.08069754627480542;0.030121430130784374;0.032331054665330594;0.0;0.0014576208229289643;3.0;0.004901960784313725;1822.3657975196838;COMTE;0;3;NATOPS
126;153.0;0.125;33.473829;3.722647785084831;0.7229405045509338;True;;0.4337975343413758;0.13421452512423782;0.008617229988894222;0.07242209825970691;0.0;0.0;3.0;0.004901960784313725;1833.9603583812714;COMTE;0;3;NATOPS
136;153.0;0.125;77.08197999999999;8.213436570346788;0.5372133255004883;True;;0.9300954002191371;0.4101912659040398;0.2594236601572054;0.3285917052756022;0.0007682133520355294;0.0;3.0;0.004901960784313725;1823.0751886367798;COMTE;0;3;NATOPS
138;153.0;0.125;33.886012;3.7927470639701255;0.9978085160255432;True;;0.49640134803656366;0.11836710480365818;0.0166932636280699;0.18098247630282038;0.0;0.0;3.0;0.004901960784313725;1872.182294368744;COMTE;0;3;NATOPS
140;153.0;0.125;29.148476000000002;4.0646673896017615;0.9626883268356323;True;;0.34974364854420975;0.015129809838374518;0.012665130692895427;0.057063355912003344;0.00134103726662208;0.005904889346864079;3.0;0.004901960784313725;1918.9380502700806;COMTE;0;3;NATOPS
141;255.0;0.20833333333333334;184.670985;16.177327347971822;0.8403523564338684;True;;1.4546368468224165;0.46156514256258596;0.4749467120558697;0.8452832672926865;0.0;0.0;5.0;0.008169934640522876;1992.9769358634949;COMTE;0;3;NATOPS
144;153.0;0.125;21.988368;2.087153809080203;0.9999581575393677;True;;0.41414903554127663;0.19494597778985456;0.046757320776487574;0.05256005528356761;0.0;0.0;3.0;0.004901960784313725;1926.457407951355;COMTE;0;3;NATOPS
148;255.0;0.20833333333333334;159.834546;14.931737490105295;0.733776330947876;True;;1.05615761807002;0.29340895483361085;0.35433926259032783;0.5329044767123295;0.03835226912238143;0.0868438472387027;5.0;0.008169934640522876;1970.5528016090393;COMTE;0;3;NATOPS
150;153.0;0.125;24.230467;2.4121049422388325;0.999934196472168;True;;0.46887383819030504;0.15341420080157778;0.005354459332613707;0.05103333712030761;0.01333904161680266;0.0;3.0;0.004901960784313725;1824.256249666214;COMTE;0;3;NATOPS
151;255.0;0.20833333333333334;144.29201700000002;13.050286060451358;0.7743168473243713;True;;1.1281390168296677;0.33773667210182234;0.36849305466346083;0.6078643960767854;0.039094960232254616;0.041479108706211354;5.0;0.008169934640522876;1916.006353855133;COMTE;0;3;NATOPS
152;255.0;0.20833333333333334;169.271795;14.540375438749132;0.5032791495323181;True;;1.3093482539350112;0.5185863868607474;0.330652250156531;0.5590880027802316;0.0;0.0;5.0;0.008169934640522876;1875.5473594665527;COMTE;0;3;NATOPS
154;;;;;;False;;;;;;;;;;1881.4552178382874;COMTE;0;3;NATOPS
155;153.0;0.125;96.89517699999999;12.189852436323623;0.5893221497535706;True;;0.9253789560111805;0.27918420591960535;0.35515127575378747;0.447742634328828;0.05462736109645275;0.0906763616896133;3.0;0.004901960784313725;1924.389766216278;COMTE;0;3;NATOPS
156;255.0;0.20833333333333334;237.40910300000002;18.23862166039416;0.7218802571296692;True;;1.7507746126504382;0.6737492081432379;0.9107416886703447;0.9786875756734095;0.0;0.09982310496879421;5.0;0.008169934640522876;1882.374618768692;COMTE;0;3;NATOPS
158;102.0;0.08333333333333333;66.959047;9.991784002860902;0.40902385115623474;True;;0.9694374727858948;0.4973130787165131;0.5271783371272182;0.35436660357589433;0.0541529723058351;0.027791331374153738;2.0;0.0032679738562091504;1939.1311519145966;COMTE;0;3;NATOPS
160;;;;;;False;;;;;;;;;;1931.344733953476;COMTE;0;3;NATOPS
163;;;;;;False;;;;;;;;;;1953.0033357143402;COMTE;0;3;NATOPS
164;153.0;0.125;37.460752;3.6830588775019604;0.9999779462814331;True;;0.5173938560394804;0.11766430155179766;0.02354625287214707;0.1194699374984955;0.0;0.0;3.0;0.004901960784313725;1787.789029598236;COMTE;0;3;NATOPS
165;204.0;0.16666666666666666;220.764023;19.767717848694346;0.7325413823127747;True;;1.4529413965041231;0.6946840187041559;0.7961186610889607;0.6497548972497571;0.00932349489770612;0.0;4.0;0.006535947712418301;1838.5696377754211;COMTE;0;3;NATOPS
168;102.0;0.08333333333333333;84.849583;11.944353146548666;0.39549365639686584;True;;0.9452080648617159;0.29990563654973706;0.31857265965399406;0.4712656232756961;0.02861351257207201;0.05191266755183621;2.0;0.0032679738562091504;1875.817291021347;COMTE;0;3;NATOPS
169;102.0;0.08333333333333333;15.974260999999998;2.21812571200755;0.999872088432312;True;;0.3893754366623049;0.1322349253176149;0.029763573337976197;0.043015409101634317;0.0;0.0;2.0;0.0032679738562091504;1841.0689344406128;COMTE;0;3;NATOPS
170;102.0;0.08333333333333333;13.237902;1.7475054504933598;0.9986624717712402;True;;0.6122389599489713;0.3035105043661007;0.07974488694305819;0.011005004736792334;0.0;0.000781181664741934;2.0;0.0032679738562091504;1753.697429895401;COMTE;0;3;NATOPS
171;255.0;0.20833333333333334;135.655003;12.006090690135945;0.6779353022575378;True;;0.8617270485441753;0.43468801657668077;0.2481450986329955;0.3338133222280948;0.02534474329590597;0.0;5.0;0.008169934640522876;1809.259107351303;COMTE;0;3;NATOPS
173;102.0;0.08333333333333333;44.806447000000006;5.989630262855045;0.9749842882156372;True;;0.5692449851521298;0.038284163504686226;0.021949916571088385;0.23722240006545525;0.03497172398888963;0.001908763263143945;2.0;0.0032679738562091504;1742.3206934928894;COMTE;0;3;NATOPS
175;153.0;0.125;80.34735900000001;10.021986386007965;0.5548713207244873;True;;0.8416240270572254;0.23713521278408153;0.2675406364815185;0.3811888266667134;0.07460935570732816;0.04614670650779537;3.0;0.004901960784313725;1743.387785434723;COMTE;0;3;NATOPS
177;255.0;0.20833333333333334;195.657875;17.001947413359126;0.7555217742919922;True;;1.1134815399482323;0.3972181878486446;0.355143321630809;0.6041497048980025;0.05773254398058325;0.05756811927448369;5.0;0.008169934640522876;1549.2324602603912;COMTE;0;3;NATOPS
178;153.0;0.125;117.05935799999999;12.713744767594873;0.6976572871208191;True;;1.1136768493220832;0.31183656115253044;0.3369605737802329;0.5154566190148394;0.0;0.0;3.0;0.004901960784313725;1388.8894593715668;COMTE;0;3;NATOPS
179;153.0;0.125;88.077549;10.979862378799153;0.6404745578765869;True;;0.9892376810114135;0.6409929784749808;0.3111744408998539;0.3701688758649415;0.03590836091173699;0.07121161575422882;3.0;0.004901960784313725;1286.1324770450592;COMTE;0;3;NATOPS
0;;;;;;False;;;;;;;;;;1998.7413566112518;DiscoX;0;4;NATOPS
1;;;;;;False;;;;;;;;;;1815.1355817317963;DiscoX;0;4;NATOPS
2;;;;;;False;;;;;;;;;;2013.5904886722565;DiscoX;0;4;NATOPS
5;;;;;;False;;;;;;;;;;1373.72478556633;DiscoX;0;4;NATOPS
9;;;;;;False;;;;;;;;;;1804.6792829036713;DiscoX;0;4;NATOPS
11;;;;;;False;;;;;;;;;;1689.774861574173;DiscoX;0;4;NATOPS
13;;;;;;False;;;;;;;;;;1973.582287788391;DiscoX;0;4;NATOPS
14;;;;;;False;;;;;;;;;;1495.0476443767548;DiscoX;0;4;NATOPS
15;18.0;0.014705882352941176;21.99096100000001;7.084873402827678;0.5714882016181946;True;;0.5485730404105549;0.1781317251451115;0.042678454906752705;0.1288370805201562;0.014141100946977958;0.0018315645425182603;2.0;0.0032679738562091504;123.21361637115479;DiscoX;0;4;NATOPS
16;;;;;;False;;;;;;;;;;2050.5905408859253;DiscoX;0;4;NATOPS
17;;;;;;False;;;;;;;;;;406.95592737197876;DiscoX;0;4;NATOPS
19;33.0;0.02696078431372549;32.83632960000001;10.946880393552263;0.8522235751152039;True;;0.7252327944774594;0.2089158363757103;0.04439927596489946;0.27501763698293824;0.0043494363361745725;0.0;24.0;0.0392156862745098;484.46653270721436;DiscoX;0;4;NATOPS
20;;;;;;False;;;;;;;;;;1334.8449182510376;DiscoX;0;4;NATOPS
21;;;;;;False;;;;;;;;;;1909.028348684311;DiscoX;0;4;NATOPS
22;;;;;;False;;;;;;;;;;1579.5046846866608;DiscoX;0;4;NATOPS
25;;;;;;False;;;;;;;;;;1373.7408850193024;DiscoX;0;4;NATOPS
26;;;;;;False;;;;;;;;;;1307.2817697525024;DiscoX;0;4;NATOPS
29;;;;;;False;;;;;;;;;;1895.070149421692;DiscoX;0;4;NATOPS
30;;;;;;False;;;;;;;;;;1419.5490942001343;DiscoX;0;4;NATOPS
31;;;;;;False;;;;;;;;;;1770.2229404449463;DiscoX;0;4;NATOPS
35;;;;;;False;;;;;;;;;;1655.7237951755524;DiscoX;0;4;NATOPS
36;;;;;;False;;;;;;;;;;2338.25351023674;DiscoX;0;4;NATOPS
37;47.0;0.03839869281045752;19.53285126000001;7.388181804419226;0.7662120461463928;True;;0.5895027409132403;0.24925350724521195;0.08563592663555103;0.1781116017441869;0.004381490778688629;0.0;39.0;0.06372549019607843;269.5280342102051;DiscoX;0;4;NATOPS
38;;;;;;False;;;;;;;;;;2001.764166355133;DiscoX;0;4;NATOPS
40;;;;;;False;;;;;;;;;;2021.402675151825;DiscoX;0;4;NATOPS
43;;;;;;False;;;;;;;;;;1664.7353575229645;DiscoX;0;4;NATOPS
44;24.0;0.0196078431372549;43.00533510000002;12.972740836167276;0.7071138024330139;True;;0.930567917541823;0.26563435036939964;0.17231563584264503;0.31471037740028984;0.02325277109980972;0.009598844699491849;16.0;0.026143790849673203;521.0945806503296;DiscoX;0;4;NATOPS
47;;;;;;False;;;;;;;;;;2307.209100961685;DiscoX;0;4;NATOPS
48;;;;;;False;;;;;;;;;;353.4290018081665;DiscoX;0;4;NATOPS
49;;;;;;False;;;;;;;;;;368.47006034851074;DiscoX;0;4;NATOPS
50;;;;;;False;;;;;;;;;;2044.6974143981934;DiscoX;0;4;NATOPS
51;;;;;;False;;;;;;;;;;331.6129162311554;DiscoX;0;4;NATOPS
52;;;;;;False;;;;;;;;;;1377.8889656066895;DiscoX;0;4;NATOPS
53;;;;;;False;;;;;;;;;;1940.4493124485016;DiscoX;0;4;NATOPS
54;;;;;;False;;;;;;;;;;2371.4779121875763;DiscoX;0;4;NATOPS
57;36.0;0.029411764705882353;41.34968160000001;11.953978845069958;0.8409853577613831;True;;0.9227316940366692;0.30741121121984044;0.1490258298951495;0.35638754734280376;0.0;0.0;25.0;0.04084967320261438;487.30712270736694;DiscoX;0;4;NATOPS
58;;;;;;False;;;;;;;;;;2491.0119965076447;DiscoX;0;4;NATOPS
59;;;;;;False;;;;;;;;;;1444.3600685596466;DiscoX;0;4;NATOPS
61;;;;;;False;;;;;;;;;;338.5349054336548;DiscoX;0;4;NATOPS
62;;;;;;False;;;;;;;;;;2072.6398899555206;DiscoX;0;4;NATOPS
64;104.0;0.08496732026143791;10.48085208000001;3.733272836962658;0.9993688464164734;True;;0.42396921692353845;0.16570166896352997;0.008244204679846162;0.08251023359093212;0.009928294587446818;0.0022311163765050884;82.0;0.13398692810457516;444.7907073497772;DiscoX;0;4;NATOPS
66;41.0;0.03349673202614379;16.71230042000001;6.201821303664887;0.8817165493965149;True;;0.7979001704932137;0.3239057974517956;0.13414830466955766;0.12622483068850532;0.007181009093279289;0.022449619688851827;33.0;0.05392156862745098;60.074074506759644;DiscoX;0;4;NATOPS
69;;;;;;False;;;;;;;;;;2076.5012159347534;DiscoX;0;4;NATOPS
72;39.0;0.031862745098039214;20.42203392000001;7.730666004013565;0.7483762502670288;True;;0.5692764774723107;0.1545773294497153;0.029209128057783664;0.1762624643309169;0.0032176616656102164;0.0;31.0;0.05065359477124183;414.9434998035431;DiscoX;0;4;NATOPS
76;;;;;;False;;;;;;;;;;1678.9783260822296;DiscoX;0;4;NATOPS
77;;;;;;False;;;;;;;;;;2200.22039103508;DiscoX;0;4;NATOPS
78;;;;;;False;;;;;;;;;;2234.484620809555;DiscoX;0;4;NATOPS
79;;;;;;False;;;;;;;;;;178.04678463935852;DiscoX;0;4;NATOPS
81;;;;;;False;;;;;;;;;;2149.5373437404633;DiscoX;0;4;NATOPS
83;;;;;;False;;;;;;;;;;2416.3888981342316;DiscoX;0;4;NATOPS
84;24.0;0.0196078431372549;46.51959600000002;10.27991881541241;0.8102589845657349;True;;0.9633298586832941;0.4244845374681519;0.26031556890590046;0.4454698266003052;0.06473535323049473;0.06978263835528972;2.0;0.0032679738562091504;343.3759443759918;DiscoX;0;4;NATOPS
88;;;;;;False;;;;;;;;;;331.4416768550873;DiscoX;0;4;NATOPS
89;;;;;;False;;;;;;;;;;2456.938700437546;DiscoX;0;4;NATOPS
91;;;;;;False;;;;;;;;;;348.7707860469818;DiscoX;0;4;NATOPS
92;;;;;;False;;;;;;;;;;2049.4405574798584;DiscoX;0;4;NATOPS
93;;;;;;False;;;;;;;;;;2002.8455431461334;DiscoX;0;4;NATOPS
95;;;;;;False;;;;;;;;;;264.28350472450256;DiscoX;0;4;NATOPS
99;;;;;;False;;;;;;;;;;2127.2187597751617;DiscoX;0;4;NATOPS
101;;;;;;False;;;;;;;;;;2223.6550126075745;DiscoX;0;4;NATOPS
102;;;;;;False;;;;;;;;;;2233.322290420532;DiscoX;0;4;NATOPS
103;;;;;;False;;;;;;;;;;2335.1911935806274;DiscoX;0;4;NATOPS
104;;;;;;False;;;;;;;;;;1929.9125969409943;DiscoX;0;4;NATOPS
108;;;;;;False;;;;;;;;;;1563.1523520946503;DiscoX;0;4;NATOPS
109;;;;;;False;;;;;;;;;;2237.6422758102417;DiscoX;0;4;NATOPS
111;;;;;;False;;;;;;;;;;1966.5728948116302;DiscoX;0;4;NATOPS
112;;;;;;False;;;;;;;;;;212.0610430240631;DiscoX;0;4;NATOPS
113;;;;;;False;;;;;;;;;;2227.7915513515472;DiscoX;0;4;NATOPS
114;;;;;;False;;;;;;;;;;1546.8549466133118;DiscoX;0;4;NATOPS
116;109.0;0.08905228758169935;23.527197400000016;6.161817465814361;0.9681133031845093;True;;0.5516634778161504;0.37061166657282174;0.24127769730910653;0.13235263842332118;0.0;0.0;77.0;0.12581699346405228;148.43789529800415;DiscoX;0;4;NATOPS
117;;;;;;False;;;;;;;;;;492.7903456687927;DiscoX;0;4;NATOPS
122;;;;;;False;;;;;;;;;;2241.0543706417084;DiscoX;0;4;NATOPS
124;;;;;;False;;;;;;;;;;1528.6152663230896;DiscoX;0;4;NATOPS
125;;;;;;False;;;;;;;;;;718.825713634491;DiscoX;0;4;NATOPS
126;;;;;;False;;;;;;;;;;168.4344482421875;DiscoX;0;4;NATOPS
136;;;;;;False;;;;;;;;;;2391.471138715744;DiscoX;0;4;NATOPS
138;;;;;;False;;;;;;;;;;1799.4676187038422;DiscoX;0;4;NATOPS
140;;;;;;False;;;;;;;;;;1724.2634048461914;DiscoX;0;4;NATOPS
141;;;;;;False;;;;;;;;;;2439.3926150798798;DiscoX;0;4;NATOPS
